ICAO;Operador Aéreo;Etapa;Voo;Equip;Assentos;Origem;Aeroporto Origem;Início;Partida Prevista;Chegada Prevista;dt_referencia;nr_voo;nr_etapa;Tipo;Destino;Aeroporto Destino;tx_codeshare
QTR;QATAR AIRWAYS GROUP;2;8147;B77L;0;ELLX;LUXEMBOURG FINDEL AIRPORT - LUXEMBOURG CITY - LUXEMBURGO;30/01/2022;30/01/2022 09:30;30/01/2022 21:30;30/01/2022 00:00:00;8147;2;REGULAR DE CARGA INTERNACIONAL;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
QTR;QATAR AIRWAYS GROUP;3;8147;B77L;0;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 23:30;31/01/2022 03:20;30/01/2022 00:00:00;8147;3;REGULAR DE CARGA INTERNACIONAL;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;
GEC;LUFTHANSA CARGO AG;1;8255;B77L;0;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 00:20;30/01/2022 03:20;30/01/2022 00:00:00;8255;1;REGULAR DE CARGA INTERNACIONAL;SBRF;GUARARAPES - GILBERTO FREYRE - RECIFE - PE - BRASIL;
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;2;8443;B763;0;SGES;GUARANÍ INTERNATIONAL AIRPORT - CIUDAD DEL ESTE - PARAGUAI;30/01/2022;30/01/2022 13:30;30/01/2022 14:50;30/01/2022 00:00:00;8443;2;REGULAR DE CARGA INTERNACIONAL;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;1;8472;B763;0;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 11:50;30/01/2022 17:30;30/01/2022 00:00:00;8472;1;REGULAR DE CARGA INTERNACIONAL;SEQM;MARISCAL SUCRE INTERNATIONAL AIRPORT - QUITO - EQUADOR;
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;1;8478;B763;0;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 00:00;30/01/2022 05:40;30/01/2022 00:00:00;8478;1;REGULAR DE CARGA INTERNACIONAL;SEQM;MARISCAL SUCRE INTERNATIONAL AIRPORT - QUITO - EQUADOR;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;8704;A339;298;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 23:50;31/01/2022 08:10;30/01/2022 00:00:00;8704;1;REGULAR DE PASSAGEIROS INTERNACIONAL;KFLL;FORT LAUDERDALE-HOLLYWOOD INTERNATIONAL AIRPORT - FORT LAUDERDALE/HOLLYWOOD, FLORIDA - ESTADOS UNIDOS DA AMÉRICA;UAL/7374 início: 09/12/2021 fim: 30/01/2022, UAL/7374 início: 31/01/2022 fim: 06/02/2022
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;8705;A339;298;KFLL;FORT LAUDERDALE-HOLLYWOOD INTERNATIONAL AIRPORT - FORT LAUDERDALE/HOLLYWOOD, FLORIDA - ESTADOS UNIDOS DA AMÉRICA;30/01/2022;30/01/2022 22:20;31/01/2022 06:50;30/01/2022 00:00:00;8705;1;REGULAR DE PASSAGEIROS INTERNACIONAL;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;UAL/7375 início: 09/12/2021 fim: 30/01/2022, UAL/7375 início: 31/01/2022 fim: 06/02/2022
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;8708;A339;298;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 22:50;31/01/2022 08:00;30/01/2022 00:00:00;8708;1;REGULAR DE PASSAGEIROS INTERNACIONAL;KMCO;ORLANDO INTERNATIONAL AIRPORT - ORLANDO, FLORIDA - ESTADOS UNIDOS DA AMÉRICA;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;8744;E295;136;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 14:15;30/01/2022 16:50;30/01/2022 00:00:00;8744;1;REGULAR DE PASSAGEIROS INTERNACIONAL;SULS;C/C CARLOS A. CURBELO DE LAGUNA DEL SAUCE INTERNATIONAL AIRPORT - MALDONADO/PUNTA DEL ESTE, MALDONADO - URUGUAI;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;8745;E295;136;SULS;C/C CARLOS A. CURBELO DE LAGUNA DEL SAUCE INTERNATIONAL AIRPORT - MALDONADO/PUNTA DEL ESTE, MALDONADO - URUGUAI;30/01/2022;30/01/2022 17:50;30/01/2022 20:10;30/01/2022 00:00:00;8745;1;REGULAR DE PASSAGEIROS INTERNACIONAL;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;8750;A339;298;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 18:25;31/01/2022 04:00;30/01/2022 00:00:00;8750;1;REGULAR DE PASSAGEIROS INTERNACIONAL;LPPT;LISBOA - LISBOA - PORTUGAL;TAP/5000
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;8751;A339;298;LPPT;LISBOA - LISBOA - PORTUGAL;30/01/2022;30/01/2022 05:55;30/01/2022 16:00;30/01/2022 00:00:00;8751;1;REGULAR DE PASSAGEIROS INTERNACIONAL;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;TAP/5001
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;9126;A20N;174;SBRF;GUARARAPES - GILBERTO FREYRE - RECIFE - PE - BRASIL;30/01/2022;30/01/2022 19:10;30/01/2022 22:25;30/01/2022 00:00:00;9126;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;9267;E295;136;SBCG;CAMPO GRANDE - CAMPO GRANDE - MS - BRASIL;30/01/2022;30/01/2022 05:50;30/01/2022 07:20;30/01/2022 00:00:00;9267;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;9709;A332;271;KMCO;ORLANDO INTERNATIONAL AIRPORT - ORLANDO, FLORIDA - ESTADOS UNIDOS DA AMÉRICA;30/01/2022;30/01/2022 23:00;31/01/2022 07:45;30/01/2022 00:00:00;9709;1;REGULAR DE PASSAGEIROS INTERNACIONAL;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;Z4141;E195;118;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 17:10;30/01/2022 19:25;30/01/2022 00:00:00;Z4141;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES - SALVADOR - BA - BRASIL;
FDX;FEDEX - FEDERAL EXPRESS CORPORATION;1;0041;B763;0;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 17:25;01/02/2022 03:50;31/01/2022 00:00:00;0041;1;REGULAR DE CARGA INTERNACIONAL;KMEM;MEMPHIS INTERNATIONAL AIRPORT - MEMPHIS, TENNESSEE - ESTADOS UNIDOS DA AMÉRICA;
FDX;FEDEX - FEDERAL EXPRESS CORPORATION;2;0042;B763;0;TJBQ;RAFAEL HERNÁNDEZ AIRPORT - AQUADILLA BORINQUEN - PORTO RICO;31/01/2022;31/01/2022 06:20;31/01/2022 12:55;31/01/2022 00:00:00;0042;2;REGULAR DE CARGA INTERNACIONAL;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
GTI;ATLAS AIR INC;1;0056;B744;0;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 01:20;31/01/2022 06:30;31/01/2022 00:00:00;0056;1;REGULAR DE CARGA INTERNACIONAL;SPJC;JORGE CHÁVEZ INTERNATIONAL AIRPORT - CALLAO/LIMA, LIMA METROPOLITAN AREA - PERU;
UPS;UPS - UNITED PARCEL SERVICE CO.;1;0417;B763;0;SAEZ;MINISTRO PISTARINI INTERNATIONAL AIRPORT (EZEIZA INTERNATIONAL AIRPORT) - EZEIZA, BUENOS AIRES PROVINCE - ARGENTINA;31/01/2022;31/01/2022 20:10;31/01/2022 22:40;31/01/2022 00:00:00;0417;1;REGULAR DE CARGA INTERNACIONAL;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
UPS;UPS - UNITED PARCEL SERVICE CO.;2;0417;B763;0;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;01/02/2022 00:05;01/02/2022 05:35;31/01/2022 00:00:00;0417;2;REGULAR DE CARGA INTERNACIONAL;SKBO;EL DORADO INTERNATIONAL AIRPORT - BOGOTÁ - COLÔMBIA;
CKS;KALITTA AIR LLC;1;0539;B744;0;KMIA;MIAMI INTERNATIONAL AIRPORT - MIAMI, FLORIDA - ESTADOS UNIDOS DA AMÉRICA;31/01/2022;31/01/2022 03:00;31/01/2022 11:30;31/01/2022 00:00:00;0539;1;NÃO REGULAR DE CARGA INTERNACIONAL;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
CKS;KALITTA AIR LLC;2;0539;B744;0;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 13:30;31/01/2022 17:30;31/01/2022 00:00:00;0539;2;NÃO REGULAR DE CARGA INTERNACIONAL;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;
LAN;LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);1;1235;B789;0;KMIA;MIAMI INTERNATIONAL AIRPORT - MIAMI, FLORIDA - ESTADOS UNIDOS DA AMÉRICA;31/01/2022;31/01/2022 12:00;31/01/2022 20:30;31/01/2022 00:00:00;1235;1;REGULAR DE CARGA OU CORREIO INTERNACIONAL;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
LAN;LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);2;1235;B789;0;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 22:00;01/02/2022 01:55;31/01/2022 00:00:00;1235;2;REGULAR DE CARGA OU CORREIO INTERNACIONAL;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;
LCO;LAN CARGO S.A.;4;1502;B763;0;GVAC;AEROPORTO INTERNACIONAL AMÍLCAR CABRAL - ILHA DO SAL - CABO VERDE;31/01/2022;01/02/2022 20:50;02/02/2022 03:40;31/01/2022 00:00:00;1502;4;REGULAR DE CARGA INTERNACIONAL;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
LCO;LAN CARGO S.A.;5;1502;B763;0;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;02/02/2022 04:50;02/02/2022 08:50;31/01/2022 00:00:00;1502;5;REGULAR DE CARGA INTERNACIONAL;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);1;1645;B738;186;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 18:05;31/01/2022 19:45;31/01/2022 00:00:00;1645;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK - BRASÍLIA - DF - BRASIL;
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);1;1712;B737;138;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK - BRASÍLIA - DF - BRASIL;31/01/2022;31/01/2022 21:10;31/01/2022 22:55;31/01/2022 00:00:00;1712;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);1;1749;B38M;186;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK - BRASÍLIA - DF - BRASIL;31/01/2022;31/01/2022 08:20;31/01/2022 09:55;31/01/2022 00:00:00;1749;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);1;1771;B737;138;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 06:15;31/01/2022 07:55;31/01/2022 00:00:00;1771;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK - BRASÍLIA - DF - BRASIL;
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);1;1902;B38M;186;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 11:25;31/01/2022 13:45;31/01/2022 00:00:00;1902;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES - SALVADOR - BA - BRASIL;
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);1;1903;B738;186;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES - SALVADOR - BA - BRASIL;31/01/2022;31/01/2022 14:50;31/01/2022 17:25;31/01/2022 00:00:00;1903;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);1;1904;B738;186;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 06:00;31/01/2022 08:20;31/01/2022 00:00:00;1904;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES - SALVADOR - BA - BRASIL;
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);1;1990;B737;138;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM - RIO DE JANEIRO - RJ - BRASIL;31/01/2022;31/01/2022 08:50;31/01/2022 10:05;31/01/2022 00:00:00;1990;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);1;1992;B738;186;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM - RIO DE JANEIRO - RJ - BRASIL;31/01/2022;31/01/2022 18:20;31/01/2022 19:35;31/01/2022 00:00:00;1992;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);1;1993;B738;186;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 20:15;31/01/2022 21:20;31/01/2022 00:00:00;1993;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM - RIO DE JANEIRO - RJ - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2004;B734;0;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 07:25;31/01/2022 11:05;31/01/2022 00:00:00;2004;1;REGULAR DE CARGA DOMÉSTICA;SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO - BELÉM - PA - BRASIL;
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);1;2005;B738;186;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 06:30;31/01/2022 07:35;31/01/2022 00:00:00;2005;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM - RIO DE JANEIRO - RJ - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2;2005;B734;0;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;31/01/2022;31/01/2022 20:30;01/02/2022 00:15;31/01/2022 00:00:00;2005;2;REGULAR DE CARGA DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2015;AT76;0;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 19:25;31/01/2022 21:40;31/01/2022 00:00:00;2015;1;REGULAR DE CARGA DOMÉSTICA;SBPA;SALGADO FILHO - PORTO ALEGRE - RS - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2022;E195;0;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 06:45;31/01/2022 08:30;31/01/2022 00:00:00;2022;1;REGULAR DE CARGA DOMÉSTICA;SBPA;SALGADO FILHO - PORTO ALEGRE - RS - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2023;E195;0;SBPA;SALGADO FILHO - PORTO ALEGRE - RS - BRASIL;31/01/2022;31/01/2022 11:15;31/01/2022 13:00;31/01/2022 00:00:00;2023;1;REGULAR DE CARGA DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2026;E195;118;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 06:20;31/01/2022 08:00;31/01/2022 00:00:00;2026;1;REGULAR DE CARGA DOMÉSTICA;SBVT;EURICO DE AGUIAR SALLES - VITÓRIA - ES - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2027;E195;118;SBVT;EURICO DE AGUIAR SALLES - VITÓRIA - ES - BRASIL;31/01/2022;31/01/2022 10:30;31/01/2022 12:10;31/01/2022 00:00:00;2027;1;REGULAR DE CARGA DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2034;E195;0;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 18:55;31/01/2022 22:45;31/01/2022 00:00:00;2034;1;REGULAR DE CARGA DOMÉSTICA;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2035;E195;0;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;31/01/2022;31/01/2022 00:45;31/01/2022 04:35;31/01/2022 00:00:00;2035;1;REGULAR DE CARGA DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2036;E195;0;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 18:20;31/01/2022 21:20;31/01/2022 00:00:00;2036;1;REGULAR DE CARGA DOMÉSTICA;SBTE;SENADOR PETRÔNIO PORTELLA - TERESINA - PI - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2045;AT76;0;SBVT;EURICO DE AGUIAR SALLES - VITÓRIA - ES - BRASIL;31/01/2022;31/01/2022 10:50;31/01/2022 12:55;31/01/2022 00:00:00;2045;1;REGULAR DE CARGA DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2050;A332;0;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 07:40;31/01/2022 11:30;31/01/2022 00:00:00;2050;1;REGULAR DE CARGA DOMÉSTICA;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2051;A332;0;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;31/01/2022;31/01/2022 13:00;31/01/2022 16:40;31/01/2022 00:00:00;2051;1;REGULAR DE CARGA DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);1;2053;B737;138;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 10:45;31/01/2022 11:50;31/01/2022 00:00:00;2053;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM - RIO DE JANEIRO - RJ - BRASIL;
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);1;2054;B738;186;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM - RIO DE JANEIRO - RJ - BRASIL;31/01/2022;31/01/2022 22:15;31/01/2022 23:30;31/01/2022 00:00:00;2054;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2611;AT76;70;SBAE;BAURU/AREALVA (SJTC*) - AREALVA - SP - BRASIL;31/01/2022;31/01/2022 20:05;31/01/2022 21:00;31/01/2022 00:00:00;2611;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2613;A20N;174;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 08:30;31/01/2022 09:40;31/01/2022 00:00:00;2613;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBFL;HERCÍLIO LUZ - FLORIANÓPOLIS - SC - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2615;E295;136;SBFL;HERCÍLIO LUZ - FLORIANÓPOLIS - SC - BRASIL;31/01/2022;31/01/2022 15:20;31/01/2022 16:35;31/01/2022 00:00:00;2615;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2616;E195;118;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 11:10;31/01/2022 12:15;31/01/2022 00:00:00;2616;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBRJ;SANTOS DUMONT - RIO DE JANEIRO - RJ - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2621;E295;136;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 08:55;31/01/2022 09:55;31/01/2022 00:00:00;2621;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBCT;AFONSO PENA - SÃO JOSÉ DOS PINHAIS - PR - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2640;A20N;174;SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO - BELÉM - PA - BRASIL;31/01/2022;31/01/2022 08:05;31/01/2022 11:30;31/01/2022 00:00:00;2640;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;TAP/5028 início: 10/12/2021 fim: 25/02/2022
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2643;A20N;174;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 20:25;31/01/2022 21:40;31/01/2022 00:00:00;2643;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBCF;TANCREDO NEVES - CONFINS - MG - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2644;E195;118;SBCF;TANCREDO NEVES - CONFINS - MG - BRASIL;31/01/2022;31/01/2022 07:00;31/01/2022 08:15;31/01/2022 00:00:00;2644;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2655;A20N;174;SBRJ;SANTOS DUMONT - RIO DE JANEIRO - RJ - BRASIL;31/01/2022;31/01/2022 10:45;31/01/2022 11:55;31/01/2022 00:00:00;2655;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2656;E195;118;SBRJ;SANTOS DUMONT - RIO DE JANEIRO - RJ - BRASIL;31/01/2022;31/01/2022 14:35;31/01/2022 15:40;31/01/2022 00:00:00;2656;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2658;E195;118;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 07:50;31/01/2022 09:00;31/01/2022 00:00:00;2658;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBCF;TANCREDO NEVES - CONFINS - MG - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2660;AT76;70;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 08:35;31/01/2022 10:00;31/01/2022 00:00:00;2660;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBPG;COMANDANTE ANTONIO AMILTON BERALDO - PONTA GROSSA - PR - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2661;AT76;70;SBPG;COMANDANTE ANTONIO AMILTON BERALDO - PONTA GROSSA - PR - BRASIL;31/01/2022;31/01/2022 10:45;31/01/2022 12:05;31/01/2022 00:00:00;2661;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2667;AT76;70;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 08:25;31/01/2022 09:55;31/01/2022 00:00:00;2667;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBZM;REGIONAL DA ZONA DA MATA - GOIANÁ - MG - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2673;AT76;70;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 17:10;31/01/2022 18:35;31/01/2022 00:00:00;2673;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBAU;ESTADUAL DARIO GUARITA - ARAÇATUBA - SP - BRASIL;
