ICAO;Operador Aéreo;Etapa;Voo;Equip;Assentos;Origem;Aeroporto Origem;Início;Partida Prevista;Chegada Prevista;dt_referencia;nr_voo;nr_etapa;Tipo;Destino;Aeroporto Destino;tx_codeshare
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4039;E195;118;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 14:50;30/01/2022 15:55;30/01/2022 00:00:00;4039;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBRJ;SANTOS DUMONT - RIO DE JANEIRO - RJ - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4049;A21N;214;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 08:45;30/01/2022 09:50;30/01/2022 00:00:00;4049;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBCF;TANCREDO NEVES - CONFINS - MG - BRASIL;
TPA;TAMPA CARGO S.A.;1;4060;A332;0;SBCT;AFONSO PENA - SÃO JOSÉ DOS PINHAIS - PR - BRASIL;30/01/2022;30/01/2022 14:45;30/01/2022 19:00;30/01/2022 00:00:00;4060;1;REGULAR DE CARGA INTERNACIONAL;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
TPA;TAMPA CARGO S.A.;2;4060;A332;0;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 21:00;31/01/2022 03:01;30/01/2022 00:00:00;4060;2;REGULAR DE CARGA INTERNACIONAL;SKBO;EL DORADO INTERNATIONAL AIRPORT - BOGOTÁ - COLÔMBIA;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4062;AT76;70;SBDN;PRESIDENTE PRUDENTE - PRESIDENTE PRUDENTE - SP - BRASIL;30/01/2022;30/01/2022 05:15;30/01/2022 06:35;30/01/2022 00:00:00;4062;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4066;E195;118;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM - RIO DE JANEIRO - RJ - BRASIL;30/01/2022;30/01/2022 10:40;30/01/2022 11:55;30/01/2022 00:00:00;4066;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4079;A20N;174;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 08:30;30/01/2022 11:30;30/01/2022 00:00:00;4079;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBRF;GUARARAPES - GILBERTO FREYRE - RECIFE - PE - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4080;A20N;174;SBVT;EURICO DE AGUIAR SALLES - VITÓRIA - ES - BRASIL;30/01/2022;30/01/2022 15:30;30/01/2022 17:15;30/01/2022 00:00:00;4080;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4083;AT76;70;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 13:35;30/01/2022 14:55;30/01/2022 00:00:00;4083;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBJV;LAURO CARNEIRO DE LOYOLA - JOINVILLE - SC - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4099;AT76;70;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 22:55;31/01/2022 00:10;30/01/2022 00:00:00;4099;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBSR;PROFESSOR ERIBERTO MANOEL REINO - SÃO JOSÉ DO RIO PRETO - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4119;AT76;70;SBRP;LEITE LOPES - RIBEIRÃO PRETO - SP - BRASIL;30/01/2022;30/01/2022 19:25;30/01/2022 20:25;30/01/2022 00:00:00;4119;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4140;E195;118;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES - SALVADOR - BA - BRASIL;30/01/2022;30/01/2022 14:15;30/01/2022 16:40;30/01/2022 00:00:00;4140;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4165;E195;118;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 13:20;30/01/2022 14:30;30/01/2022 00:00:00;4165;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBNF;MINISTRO VICTOR KONDER - NAVEGANTES - SC - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4171;E195;118;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 13:00;30/01/2022 14:30;30/01/2022 00:00:00;4171;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBCH;SERAFIN ENOSS BERTASO - CHAPECÓ - SC - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4172;E195;118;SBCH;SERAFIN ENOSS BERTASO - CHAPECÓ - SC - BRASIL;30/01/2022;30/01/2022 19:05;30/01/2022 20:30;30/01/2022 00:00:00;4172;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4175;A20N;174;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 19:20;30/01/2022 20:25;30/01/2022 00:00:00;4175;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBRJ;SANTOS DUMONT - RIO DE JANEIRO - RJ - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4176;A20N;174;SBRJ;SANTOS DUMONT - RIO DE JANEIRO - RJ - BRASIL;30/01/2022;30/01/2022 21:25;30/01/2022 22:35;30/01/2022 00:00:00;4176;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4199;E295;136;SBFL;HERCÍLIO LUZ - FLORIANÓPOLIS - SC - BRASIL;30/01/2022;30/01/2022 05:35;30/01/2022 06:50;30/01/2022 00:00:00;4199;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4211;AT76;70;SBRP;LEITE LOPES - RIBEIRÃO PRETO - SP - BRASIL;30/01/2022;30/01/2022 05:55;30/01/2022 06:55;30/01/2022 00:00:00;4211;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4213;E295;136;SBCF;TANCREDO NEVES - CONFINS - MG - BRASIL;30/01/2022;30/01/2022 20:20;30/01/2022 21:35;30/01/2022 00:00:00;4213;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4220;E295;136;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 12:50;30/01/2022 15:25;30/01/2022 00:00:00;4220;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBPL;SENADOR NILO COELHO - PETROLINA - PE - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4221;E295;136;SBPL;SENADOR NILO COELHO - PETROLINA - PE - BRASIL;30/01/2022;30/01/2022 16:15;30/01/2022 18:55;30/01/2022 00:00:00;4221;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4242;AT76;70;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 13:35;30/01/2022 14:55;30/01/2022 00:00:00;4242;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBUR;MÁRIO DE ALMEIDA FRANCO - UBERABA - MG - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4243;AT76;70;SBUR;MÁRIO DE ALMEIDA FRANCO - UBERABA - MG - BRASIL;30/01/2022;30/01/2022 15:35;30/01/2022 16:55;30/01/2022 00:00:00;4243;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4265;AT76;70;SBUL;TEN CEL AVIADOR CÉSAR BOMBONATO - UBERLÂNDIA - MG - BRASIL;30/01/2022;30/01/2022 15:05;30/01/2022 16:35;30/01/2022 00:00:00;4265;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4270;AT76;70;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 13:40;30/01/2022 14:55;30/01/2022 00:00:00;4270;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBSR;PROFESSOR ERIBERTO MANOEL REINO - SÃO JOSÉ DO RIO PRETO - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4271;AT76;70;SBSR;PROFESSOR ERIBERTO MANOEL REINO - SÃO JOSÉ DO RIO PRETO - SP - BRASIL;30/01/2022;30/01/2022 15:40;30/01/2022 16:50;30/01/2022 00:00:00;4271;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4276;AT76;70;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 23:00;31/01/2022 00:45;30/01/2022 00:00:00;4276;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBMG;SÍLVIO NAME JÚNIOR - MARINGÁ - PR - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4277;AT76;70;SBMG;SÍLVIO NAME JÚNIOR - MARINGÁ - PR - BRASIL;30/01/2022;30/01/2022 05:05;30/01/2022 06:40;30/01/2022 00:00:00;4277;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4279;AT76;70;SBMG;SÍLVIO NAME JÚNIOR - MARINGÁ - PR - BRASIL;30/01/2022;30/01/2022 18:45;30/01/2022 20:15;30/01/2022 00:00:00;4279;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4282;E295;136;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 08:20;30/01/2022 10:00;30/01/2022 00:00:00;4282;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBCG;CAMPO GRANDE - CAMPO GRANDE - MS - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4285;E295;136;SBCG;CAMPO GRANDE - CAMPO GRANDE - MS - BRASIL;30/01/2022;30/01/2022 20:00;30/01/2022 21:25;30/01/2022 00:00:00;4285;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4292;AT76;70;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 08:00;30/01/2022 10:00;30/01/2022 00:00:00;4292;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SWLC;GENERAL LEITE DE CASTRO - RIO VERDE - GO - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4295;AT76;70;SBDN;PRESIDENTE PRUDENTE - PRESIDENTE PRUDENTE - SP - BRASIL;30/01/2022;30/01/2022 19:35;30/01/2022 20:55;30/01/2022 00:00:00;4295;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4303;A21N;214;SBPA;SALGADO FILHO - PORTO ALEGRE - RS - BRASIL;30/01/2022;30/01/2022 10:50;30/01/2022 12:30;30/01/2022 00:00:00;4303;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4304;A21N;214;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 17:50;30/01/2022 19:35;30/01/2022 00:00:00;4304;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBPA;SALGADO FILHO - PORTO ALEGRE - RS - BRASIL;CMP/7170
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4306;AT76;70;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 12:55;30/01/2022 14:35;30/01/2022 00:00:00;4306;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBTG;TRÊS LAGOAS - TRÊS LAGOAS - MS - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4312;E195;118;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 17:55;30/01/2022 18:50;30/01/2022 00:00:00;4312;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBCT;AFONSO PENA - SÃO JOSÉ DOS PINHAIS - PR - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4315;E295;136;SBCT;AFONSO PENA - SÃO JOSÉ DOS PINHAIS - PR - BRASIL;30/01/2022;30/01/2022 06:05;30/01/2022 07:05;30/01/2022 00:00:00;4315;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4316;AT76;70;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 12:50;30/01/2022 14:20;30/01/2022 00:00:00;4316;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBUL;TEN CEL AVIADOR CÉSAR BOMBONATO - UBERLÂNDIA - MG - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4321;E195;118;SBCF;TANCREDO NEVES - CONFINS - MG - BRASIL;30/01/2022;30/01/2022 19:30;30/01/2022 20:40;30/01/2022 00:00:00;4321;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;TAP/5128
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4323;E195;118;SBCF;TANCREDO NEVES - CONFINS - MG - BRASIL;30/01/2022;30/01/2022 06:20;30/01/2022 07:35;30/01/2022 00:00:00;4323;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;CMP/7058
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4328;A21N;214;SBCF;TANCREDO NEVES - CONFINS - MG - BRASIL;30/01/2022;30/01/2022 10:50;30/01/2022 12:00;30/01/2022 00:00:00;4328;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4331;A20N;174;SBRF;GUARARAPES - GILBERTO FREYRE - RECIFE - PE - BRASIL;30/01/2022;30/01/2022 13:05;30/01/2022 16:15;30/01/2022 00:00:00;4331;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4332;A21N;214;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 18:05;30/01/2022 21:10;30/01/2022 00:00:00;4332;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBRF;GUARARAPES - GILBERTO FREYRE - RECIFE - PE - BRASIL;CMP/7180, TAP/5340, TAP/5340
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4335;A20N;174;SBRF;GUARARAPES - GILBERTO FREYRE - RECIFE - PE - BRASIL;30/01/2022;30/01/2022 03:20;30/01/2022 06:30;30/01/2022 00:00:00;4335;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;CMP/7149, TAP/5274
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4336;A20N;174;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 08:45;30/01/2022 10:55;30/01/2022 00:00:00;4336;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBCY;MARECHAL RONDON - VÁRZEA GRANDE - MT - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4338;A20N;174;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 15:20;30/01/2022 17:30;30/01/2022 00:00:00;4338;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBCY;MARECHAL RONDON - VÁRZEA GRANDE - MT - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4339;A20N;174;SBCY;MARECHAL RONDON - VÁRZEA GRANDE - MT - BRASIL;30/01/2022;30/01/2022 18:05;30/01/2022 20:05;30/01/2022 00:00:00;4339;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4341;A21N;214;SBCY;MARECHAL RONDON - VÁRZEA GRANDE - MT - BRASIL;30/01/2022;30/01/2022 03:00;30/01/2022 05:00;30/01/2022 00:00:00;4341;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4347;A21N;214;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 08:10;30/01/2022 09:50;30/01/2022 00:00:00;4347;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBPA;SALGADO FILHO - PORTO ALEGRE - RS - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4350;E195;118;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 08:30;30/01/2022 09:35;30/01/2022 00:00:00;4350;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBRJ;SANTOS DUMONT - RIO DE JANEIRO - RJ - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4351;E195;118;SBRJ;SANTOS DUMONT - RIO DE JANEIRO - RJ - BRASIL;30/01/2022;30/01/2022 10:35;30/01/2022 11:45;30/01/2022 00:00:00;4351;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4355;E195;118;SBRJ;SANTOS DUMONT - RIO DE JANEIRO - RJ - BRASIL;30/01/2022;30/01/2022 19:45;30/01/2022 20:55;30/01/2022 00:00:00;4355;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4356;E195;118;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 21:35;30/01/2022 22:25;30/01/2022 00:00:00;4356;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBRJ;SANTOS DUMONT - RIO DE JANEIRO - RJ - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4357;E195;118;SBRJ;SANTOS DUMONT - RIO DE JANEIRO - RJ - BRASIL;30/01/2022;30/01/2022 06:10;30/01/2022 07:20;30/01/2022 00:00:00;4357;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4362;E195;118;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 08:25;30/01/2022 09:35;30/01/2022 00:00:00;4362;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBNF;MINISTRO VICTOR KONDER - NAVEGANTES - SC - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4368;E295;136;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 23:40;31/01/2022 00:55;30/01/2022 00:00:00;4368;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBFL;HERCÍLIO LUZ - FLORIANÓPOLIS - SC - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4371;A21N;214;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES - SALVADOR - BA - BRASIL;30/01/2022;30/01/2022 17:30;30/01/2022 19:55;30/01/2022 00:00:00;4371;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4378;A20N;174;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 08:05;30/01/2022 11:05;30/01/2022 00:00:00;4378;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBTE;SENADOR PETRÔNIO PORTELLA - TERESINA - PI - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4379;A20N;174;SBPB;AEROPORTO INTERNACIONAL DE PARNAÍBA / PREFEITO DOUTOR JOÃO SILVA FILHO - PARNAÍBA - PI - BRASIL;30/01/2022;30/01/2022 13:40;30/01/2022 17:00;30/01/2022 00:00:00;4379;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4383;A20N;174;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;30/01/2022;30/01/2022 03:40;30/01/2022 07:15;30/01/2022 00:00:00;4383;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4387;E195;118;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 22:10;30/01/2022 23:40;30/01/2022 00:00:00;4387;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBCH;SERAFIN ENOSS BERTASO - CHAPECÓ - SC - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4393;AT76;70;SBUL;TEN CEL AVIADOR CÉSAR BOMBONATO - UBERLÂNDIA - MG - BRASIL;30/01/2022;30/01/2022 05:15;30/01/2022 06:45;30/01/2022 00:00:00;4393;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4395;E295;136;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK - BRASÍLIA - DF - BRASIL;30/01/2022;30/01/2022 10:45;30/01/2022 12:20;30/01/2022 00:00:00;4395;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4397;E295;136;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK - BRASÍLIA - DF - BRASIL;30/01/2022;30/01/2022 18:40;30/01/2022 20:20;30/01/2022 00:00:00;4397;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;TAP/5031
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4410;E195;118;SBFL;HERCÍLIO LUZ - FLORIANÓPOLIS - SC - BRASIL;30/01/2022;30/01/2022 19:55;30/01/2022 21:05;30/01/2022 00:00:00;4410;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4424;A21N;214;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 23:35;31/01/2022 02:45;30/01/2022 00:00:00;4424;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBJP;PRESIDENTE CASTRO PINTO - SANTA RITA - PB - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4448;AT76;70;SBZM;REGIONAL DA ZONA DA MATA - GOIANÁ - MG - BRASIL;30/01/2022;30/01/2022 19:15;30/01/2022 20:50;30/01/2022 00:00:00;4448;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4449;E295;136;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 23:25;31/01/2022 00:30;30/01/2022 00:00:00;4449;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM - RIO DE JANEIRO - RJ - BRASIL;AVA/4317 início: 01/01/2022 fim: 23/03/2022
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4450;E295;136;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM - RIO DE JANEIRO - RJ - BRASIL;30/01/2022;30/01/2022 06:00;30/01/2022 07:15;30/01/2022 00:00:00;4450;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;AVA/4312, CMP/7086, TAP/5119, CMP/7086, AVA/4312, CMP/7086
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4461;AT76;70;SBAU;ESTADUAL DARIO GUARITA - ARAÇATUBA - SP - BRASIL;30/01/2022;30/01/2022 19:35;30/01/2022 20:50;30/01/2022 00:00:00;4461;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
